"age","qx","lx","dx","px","Lx","Tx","ex","gender"
64,0.0152180788270746,81166.7599376716,1235.20215086973,0.984781921172925,80549.1588622367,1292750.90822077,15.9270976100744,"Male"
65,0.0162084379653009,79931.5577868019,1295.56569585724,0.983791562034699,79283.7749388732,1212201.74935853,15.1654963686782,"Male"
66,0.0172003246025425,78635.9920909446,1352.56458940721,0.982799675397457,77959.709796241,1132917.97441966,14.4071174572251,"Male"
67,0.0182740218653459,77283.4275015374,1412.27904399197,0.981725978134654,76577.2879795414,1054958.26462342,13.6505108369117,"Male"
68,0.0193194377527331,75871.1484575455,1465.78792985392,0.980680562247267,75138.2544926185,978380.976643878,12.8952967832211,"Male"
69,0.0209793704290312,74405.3605276915,1560.97762041606,0.979020629570969,73624.8717174835,903242.722151259,12.1394845175852,"Male"
70,0.0226027158046888,72844.3829072755,1646.48088482108,0.977397284195311,72021.1424648649,829617.850433776,11.3889062865672,"Male"
71,0.0247600922520603,71197.9020224544,1762.86662222912,0.97523990774794,70316.4687113398,757596.707968911,10.6407167409228,"Male"
72,0.0267558267330202,69435.0354002253,1857.79177636955,0.97324417326698,68506.1395120405,687280.239257571,9.89817655159345,"Male"
73,0.0294610570445303,67577.2436238557,1990.89702931454,0.97053894295547,66581.7951091984,618774.099745531,9.15654540735211,"Male"
74,0.0320966793050265,65586.3465945412,2105.10393343331,0.967903320694974,64533.7946278245,552192.304636332,8.41931794204088,"Male"
75,0.0351903334883848,63481.2426611079,2233.92609950147,0.964809666511615,62364.2796113571,487658.510008508,7.68193074940032,"Male"
76,0.0383233297761096,61247.3165616064,2347.20111049222,0.96167667022389,60073.7160063603,425294.230397151,6.94388349193001,"Male"
77,0.0421764910846966,58900.1154511142,2484.20019421152,0.957823508915303,57658.0153540084,365220.51439079,6.20067569636456,"Male"
78,0.0458876691171317,56415.9152569027,2588.79485224889,0.954112330882868,55121.5178307782,307562.499036782,5.45169740907732,"Male"
79,0.0507737615912308,53827.1204046538,2733.00537856836,0.949226238408769,52460.6177153696,252440.981206004,4.68984740978598,"Male"
80,0.0561466302492891,51094.1150260854,2868.76238428426,0.943853369750711,49659.7338339433,199980.363490634,3.91396080328501,"Male"
81,0.0622876456193036,48225.3526418012,3003.84367521846,0.937712354380696,46723.4308041919,150320.629656691,3.11704573262974,"Male"
82,0.0689952945971225,45221.5089665827,3120.07133327579,0.931004705402877,43661.4732999448,103597.198852499,2.29088328142818,"Male"
83,0.0763971749710952,42101.4376333069,3216.4308974064,0.923602825028905,40493.2221846037,59935.725552554,1.4236028250289,"Male"
84,0.0853659637811372,38885.0067359005,38885.0067359005,0.914634036218863,19442.5033679503,19442.5033679503,0.5,"Male"
