"Metric","Male","Female","Gap","Pct_Diff"
"Life expectancy at birth",73.8794244018238,77.4736599546951,3.59423555287131,4.86500210575894
"Life expectancy at 65",15.1654963686782,16.4103376058872,1.24484123720899,8.20837780014905
"Median lifespan",81,NA,NA,NA
"% surviving to 85",NA,NA,NA,NA
"Whole life insurance PV ($1)",0.0386508564515327,0.0263491713877667,-0.0123016850637659,-31.8277166230248
"Life annuity PV ($1/yr at 65)",10.7993497502222,11.4777199056143,0.67837015539213,6.28158334605447
